	fc	p
MED28P1	-2.175752679	0.5
SRGN	3.634931618	0.07
Metazoa_SRP	-0.700509939	0.09
VPS26A	2.60942445	0.42
SUPV3L1	2.008892892	0.64
HKDC1	-6.64385619	0.32
HK1	4.585703736	0.69
TSPAN15	-1.101483915	0.38
C10orf35	-1.845035931	0.63
COL13A1	-2.410909625	0.32
H2AFY2	1.909965613	0.95
AIFM2	0.287115838	0.09
TYSND1	-0.190631498	0.57
SAR1A	2.923041489	0.16
CALM2P2	-6.64385619	0.76
PPA1	1.787420667	0.92
LRRC20	2.383911977	0.2
EIF4EBP2	4.064294163	0.04
RP11-104F15.9	-1.974788172	0.42
PALD1	0.458692979	0.85
PRF1	-3.618313796	1
ADAMTS14	-2.371750657	0.28
SGPL1	0.801407097	0.28
PCBD1	3.608378377	0.72
UNC5B	0.627214431	0.26
UNC5B-AS1	-0.362086775	0.17
SLC29A3	-1.526222421	0.39
RP11-327E2.5	-4.706545695	0.88
CDH23	-0.8247174	0.13
C10orf105	-5.491468449	0.94
C10orf54	1.714056314	0.56
PSAP	7.13764109	0.38
CHST3	2.241116048	0.52
SPOCK2	-0.023902841	0.95
ASCC1	1.261225772	0.1
ANAPC16	4.204938146	0.24
Y_RNA	1.262705392	0.37
DDIT4	2.259608509	0.73
DNAJB12	1.625719546	0.91
MICU1	2.61173722	0.67
RP11-205A8.4	-0.960636057	0.48
MCU	0.936072675	0.01
RP11-354E23.3	-1.725427995	0.73
RP11-354E23.4	-0.530557443	0.41
RP11-354E23.5	-1.972781473	0
OIT3	-6.64385619	0.07
PLA2G12B	-3.977388024	0.66
RPL17P50	0.417936181	0.42
P4HA1	4.014480506	0.7
RP11-344N10.5	-1.083787607	0.8
NUDT13	0.407389959	0.28
RP11-152N13.16	0.602496823	0.12
SNORA11	2.239877291	0.6
ECD	2.413666087	0
FAM149B1	0.756425196	0.62
DNAJC9	0.856065152	0.19
EIF4A2P2	-0.665997472	0.16
MRPS16	3.341643334	0.3
DNAJC9-AS1	-0.358052273	0.41
CFAP70	0.362023471	0.23
ANXA7	4.568401232	0.91
RPL26P6	2.00169266	0.97
MSS51	2.707945727	0.33
PPP3CB	3.354935967	0.1
PPP3CB-AS1	-2.393244026	0.69
USP54	2.758899073	0.51
RNU6-883P	-6.64385619	0.8
RP11-464F9.20	-2.627869446	0.35
RP11-464F9.22	-1.899092269	0.97
MYOZ1	-2.029654323	0.05
SYNPO2L	5.387024632	0.22
RP11-464F9.21	-2.090212964	0.2
AGAP5	-3.226425031	0.67
RP11-464F9.1	-6.64385619	0.61
BMS1P4	-1.930654074	0.01
RP11-574K11.29	-0.695755198	0.75
BMS1P4	-0.623138502	0.86
GLUD1P3	0.170074624	0.87
DUSP8P5	-0.640271362	0.3
RP11-574K11.24	0.972726709	0.33
SEC24C	2.924068577	0.06
RP11-574K11.32	-2.36286916	0.83
FUT11	1.135698733	0.77
CHCHD1	1.535321885	0.07
ZSWIM8	1.740010821	0.76
RP11-574K11.31	-4.279824456	0.68
NDST2	-1.698210228	0.23
CAMK2G	0.735671025	0.69
PLAU	1.553188276	0.19
VCL	5.380433582	0
RP11-417O11.5	-0.050635709	0.14
AP3M1	2.356946898	0.22
ADK	2.120791752	0.69
RPSAP6	-2.767967348	0.61
MRPL35P3	-2.508388038	0.56
POLR3DP1	-1.653695913	0.19
KAT6B	2.175370042	0.7
DUPD1	-2.380806338	0.1
DUSP13	-0.865325046	0.89
SAMD8	2.338295858	0.8
RPS26P42	-1.395377198	0.97
VDAC2	3.062588181	0.73
COMTD1	0.160133274	0.99
ZNF503-AS1	-4.414921214	0.41
RP11-399K21.11	-6.64385619	0.68
ZNF503	-0.7253161	0.01
ZNF503-AS2	-3.320427545	0.84
RP11-399K21.14	-3.759352715	0.77
C10orf11	-0.496167348	0.96
RP11-399K21.12	-0.42751735	0.77
RP11-310J24.3	-1.0348108	0.24
RP11-367B6.2	-0.820945597	0.33
RP11-43N22.1	-3.16616403	0.86
KCNMA1	-3.431168174	0.77
RP11-428P16.2	-5.251095551	0.69
IMPDH1P5	-2.584579998	0.02
DLG5	0.517579126	0.5
RN7SL284P	-0.581679169	0.33
DLG5-AS1	-4.074542416	0.41
POLR3A	0.795239983	0.09
RPS24	4.428596859	0.8
LINC00856	-6.64385619	0.39
ZMIZ1-AS1	-3.445811215	0.34
ZMIZ1	2.570633034	0.05
PPIF	4.032826814	0.01
ZCCHC24	2.980689427	0.08
EIF5AL1	-6.64385619	0.5
NUTM2B-AS1	-0.863146224	0.36
RP11-119F19.5	0.826040007	0.68
RP11-119F19.4	1.154673492	0.08
NUTM2B	-6.64385619	0.05
RP11-182L21.6	-1.602850575	0.46
MBL1P	0.926905283	0.89
SFTPD	-2.068763733	0.56
SFTPD-AS1	-2.216964179	0.81
TMEM254-AS1	-3.524380843	0.7
TMEM254	0.354676598	0.31
PLAC9	1.229893869	0.59
ANXA11	4.435645868	0.28
LINC00857	-3.930568036	0.95
MAT1A	-6.64385619	0.56
FAM213A	2.235985901	0.81
TSPAN14	0.226832921	1
NRG3	-5.513225621	0.53
GHITM	6.627939477	0.59
CDHR1	-3.771331418	0.84
RGR	-6.64385619	0.74
CCSER2	4.126910391	0.5
TNPO1P1	0.098077097	0.56
RPS3AP5	-1.405679992	0.6
GRID1	-2.371606407	0.02
WAPL	2.796331086	0.13
RP11-77P6.2	-2.270222966	0.68
OPN4	-4.079925352	0.59
LDB3	7.573170394	0.79
RP11-359E3.4	-3.16616403	0.91
BMPR1A	1.262642173	0.32
RNU1-19P	-6.64385619	0.86
MMRN2	2.791004162	0.29
SNCG	1.30890619	0.29
ADIRF-AS1	-1.488498164	0.86
ADIRF	2.896449079	0.75
AGAP11	-6.64385619	0.18
RP11-96C23.13	-3.990239341	0.84
GLUD1	3.975637168	0.7
FAM35A	0.398908326	0.6
RP11-96C23.9	-2.431375494	0.27
NUTM2A-AS1	-0.71585198	0.76
LINC00863	-2.238492319	0.73
NUTM2D	-4.015650943	0.66
MINPP1	0.993093974	0.2
PAPSS2	0.696591596	0.49
ATAD1	4.092637228	0.66
CFL1P1	-3.695969437	0.18
KLLN	-3.40141749	0.17
PTEN	2.715900678	0.28
RP11-380G5.2	1.279877526	0.76
RPL11P3	1.212392128	0.04
RNLS	0.612302281	0.24
LIPJ	-5.422005316	0.75
LIPN	-6.64385619	0.26
ANKRD22	-4.479887748	0.75
STAMBPL1	-0.581229736	0.72
ACTA2-AS1	-2.469172031	0.84
ACTA2	3.053428784	0.26
FAS	0.056160133	0.36
RP11-399O19.9	-1.709559834	0.32
CH25H	-3.61581394	0.27
LIPA	1.135698733	0.72
IFIT2	0.478115214	0.92
RP11-149I23.3	-6.64385619	0.77
IFIT3	1.640666615	0.88
IFIT1B	-6.64385619	0.24
IFIT1	1.707827228	0.34
IFIT5	2.101890267	0.83
SLC16A12	1.004727483	0.47
SLC16A12-AS1	-1.876623276	0.34
PANK1	1.567682125	0.24
RP11-80H5.2	-3.188034598	0.21
RP11-80H5.9	-2.351603476	0.45
RP11-80H5.7	-1.113172156	0.53
KIF20B	-0.317265638	0.19
LINC00865	-5.373443698	0.79
LINC01374	-6.64385619	0.45
HTR7	-5.094444283	0
RPP30	0.898577246	0.78
ANKRD1	10.07164804	0.41
RP11-236B18.2	-6.64385619	0.85
NUDT9P1	-0.793622708	0.33
PCGF5	3.54634316	0.04
HECTD2	-0.305386507	0.55
PPP1R3C	5.220187808	0.71
TNKS2-AS1	-6.64385619	0.18
TNKS2	2.427596044	0.26
SRP9P1	0.221342152	0.52
FGFBP3	-3.253917681	0.99
BTAF1	2.736055137	0.54
CPEB3	1.614328688	0.53
NHP2P1	-6.64385619	0.73
MARCH5	1.51072831	0.19
RNY3P12	-0.733347333	0.94
IDE	2.782101948	0.03
KIF11	-1.340643609	0.06
EIF2S2P3	-1.990932065	0.67
HHEX	-0.558417161	0.32
EXOC6	1.188996815	0.86
CYP26C1	-6.64385619	0.6
MYOF	2.911180998	0.74
CEP55	-4.414574284	0.34
FFAR4	-5.330000142	0.87
RBP4	-6.64385619	0.4
FRA10AC1	0.713906476	0.8
LGI1	-4.08598126	0.49
RP11-437J2.3	-5.363475391	0.12
SLC35G1	-1.909348511	0.54
PIPSL	-3.607524888	0.06
PLCE1	2.904943245	0.99
RP11-162K11.4	-2.783118674	1
HDAC1P1	-0.750135343	0.28
NOC3L	1.110351171	0.86
TBC1D12	0.626931126	0.27
HELLS	-3.023713742	0.64
CYP2C8	-4.134565245	0.25
ACSM6	-6.64385619	0.31
RP11-310E22.4	-1.418873965	0.4
PDLIM1	5.415947476	0.04
SORBS1	6.969118769	0.61
ALDH18A1	1.251599615	0.83
TCTN3	1.578425123	0.46
ENTPD1	0.396322294	0.8
ENTPD1-AS1	-1.392800548	0.5
RP11-429G19.3	-0.264885433	0.95
CC2D2B	-1.537572741	0.64
RPL21P90	-1.89462852	0.44
CCNJ	-0.383919378	0.14
ZNF518A	2.328691643	0.53
NPM1P25	-6.64385619	0.52
BLNK	-3.433844322	0.21
TLL2	1.523347681	0.61
TM9SF3	3.589070472	0.81
PIK3AP1	-0.91735683	0.25
RPS2P36	-2.6877306	0.82
RPL13AP5	-0.006007656	0.3
LCOR	1.282947262	0.52
SLIT1	-4.7755029	0.74
ARHGAP19	-0.427113521	0.77
FRAT1	-1.41728467	0.75
FRAT2	-0.272473353	0.73
RRP12	0.286460915	0.46
RPL34P20	-2.45885528	0.25
RP11-452K12.7	-6.64385619	0.63
PGAM1	1.308544096	0.71
EXOSC1	0.915211412	0.29
ZDHHC16	1.355132538	0.87
MMS19	2.310718863	0.22
UBTD1	0.914086711	1
ANKRD2	5.086676791	0.97
HOGA1	0.100039728	0.21
C10orf62	-1.944940414	0.41
MORN4	0.386239279	0.25
PI4K2A	1.137003991	0.69
AVPI1	1.294642578	0.86
MARVELD1	0.50648339	0.08
ZFYVE27	0.959226953	0.57
SFRP5	-1.428657905	0.96
GOLGA7B	-3.729343309	0.17
CRTAC1	-1.202484509	0.1
R3HCC1L	1.431022686	0.67
LOXL4	-1.555019133	0.15
RP11-34A14.3	-3.14163892	0.6
PYROXD2	1.944798515	0.38
HPS1	1.5365094	0.89
HPSE2	-6.64385619	0.61
CNNM1	-5.116983333	0.68
GOT1	6.486461102	0.1
RP11-441O15.3	-1.080494234	0.44
SLC25A28	2.340160712	0.82
ENTPD7	0.178712363	0.93
EBAG9P1	-3.045589229	0.21
CUTC	2.429906216	0.92
COX15	2.653806144	0.84
ABCC2	-4.359191506	0.72
DNMBP	1.020068906	0.48
ERLIN1	0.169398821	0.65
CHUK	0.905855997	0.63
RP11-316M21.7	-2.192532543	0.86
CWF19L1	0.91638822	0.78
SNORA12	4.715768489	0.74
BLOC1S2	1.255854782	0.92
PKD2L1	-4.34023763	0.17
SCD	-0.476174369	0.69
OLMALINC	-2.509989013	0.38
SEC31B	0.363903664	0
NDUFB8	3.360625087	0.82
HIF1AN	1.938585275	0.25
RP11-179B2.2	-3.052072064	0.22
SLF2	2.72197256	0.97
MRPL43	1.297760833	0.23
SEMA4G	-4.922652715	0.5
RP11-108L7.4	-1.462640127	0.8
TWNK	-0.229813255	0.05
LZTS2	1.157644113	0.64
PDZD7	-5.024224288	0.61
SFXN3	1.470918095	0.22
RP11-108L7.15	-2.356516349	0.33
KAZALD1	-0.159960055	0.92
BTRC	2.605553259	0.46
RNU2-59P	1.343160591	0.67
DPCD	1.240585036	0
POLL	0.392214137	0.6
FBXW4	2.029186082	0.15
NPM3	-1.321609086	0.75
MGEA5	4.545097658	0.74
KCNIP2	2.282084661	0.7
C10orf76	2.886438108	0.03
Metazoa_SRP	-1.191331751	0.9
HPS6	0.780899343	0.77
LDB1	3.312645386	0.8
PPRC1	1.021033193	0.45
NOLC1	2.65574656	0.58
PITX3	-2.140052019	0.05
GBF1	3.761802693	0.19
NFKB2	0.58836438	0.58
PSD	-4.117867969	0.9
FBXL15	-0.362452974	0.33
CUEDC2	3.317001839	0.82
RPARP-AS1	-2.557285417	0.92
MFSD13A	-1.906892812	0.51
ACTR1A	3.829683326	0.19
SUFU	-0.677607055	0.42
RP11-47A8.5	-2.097741294	0.25
TRIM8	2.769178293	0.53
ARL3	1.111224925	0.64
SFXN2	-1.462116348	0.96
WBP1L	2.404633583	0.48
CYP17A1-AS1	-0.010085698	0.09
BORCS7	1.285992504	0.56
RP11-724N1.1	-3.580738818	0.81
CNNM2	-1.140757771	0.66
uc_338	-6.64385619	0.64
NT5C2	3.082411247	0.36
RPS15AP29	0.091990105	0.68
PCGF6	-0.557232524	0.63
TAF5	-0.649035282	0.66
USMG5	5.919904526	0.48
PDCD11	1.38351887	0.05
CALHM2	0.107930166	0.35
RP11-225H22.7	-3.295735866	0.72
RP11-225H22.4	-6.64385619	0.28
NEURL1	-4.091813959	0.73
SH3PXD2A	2.867435563	0.55
RP11-541N10.3	-1.271441123	0.13
STN1	2.496750852	0.42
SLK	4.345220163	0.6
COL17A1	-5.130800617	0.21
SFR1	0.350809379	0.25
CFAP43	-6.64385619	0.16
GSTO1	3.916700215	0.11
GSTO2	-3.819819278	0.74
ITPRIP	2.341377238	0.41
CFAP58-AS1	-6.64385619	0.44
CFAP58	0.607336026	0.31
SORCS3	-6.64385619	0.52
SORCS1	-1.330861918	0.49
LINC01435	-5.657369082	0.13
XPNPEP1	2.036953885	0.75
ADD3-AS1	-3.467814499	0.01
ADD3	3.992047224	0.05
MXI1	3.037057384	0.37
RP11-549L6.2	-0.927763855	0.58
SMNDC1	1.245630839	0.67
DUSP5	2.603591067	0.53
SMC3	2.826761449	0.63
RBM20	4.80066853	0.91
RN7SKP288	1.554163373	0.18
RNA5SP327	1.8456623	0.11
PDCD4	2.381673266	0.14
BBIP1	0.574720938	0.18
RP11-348N5.9	-1.495068907	0.81
RP11-348N5.7	-3.061732261	0.12
SHOC2	3.526186741	0.8
ADRA2A	-5.259228186	0.41
GPAM	1.279489281	0.81
ACSL5	1.120980886	0.2
RP11-324O2.3	-5.084669926	0.05
ZDHHC6	1.898610044	0.14
VTI1A	1.013790376	0.97
RP11-57H14.4	0.939694556	0.62
RP11-57H14.5	-2.031628415	0.19
RP11-57H14.3	-2.31089413	0.66
TCF7L2	0.641124052	0.6
RP11-57H14.2	-1.876623276	0.53
RPS15AP30	0.319171622	0.19
NRAP	8.045409857	0.49
CASP7	-0.153170628	0.38
DCLRE1A	0.767202458	0.05
NHLRC2	3.878499732	0.52
ADRB1	1.372946072	0.15
CCDC186	2.818845547	0.87
Hammerhead_HH10	-0.036024492	0.22
TDRD1	0.123039759	0.42
AFAP1L2	-0.777895635	0.81
RP11-317F20.3	-1.187994975	0.73
ABLIM1	6.542492974	0.33
RP11-317F20.2	2.163228714	0.49
PPIAP19	0.567110438	0.48
RP11-106M7.1	-4.821264425	0.74
FAM160B1	2.413862805	0.37
TRUB1	3.102390622	0.68
ATRNL1	1.396380087	0.58
GFRA1	-0.957460392	0.5
C10orf82	-4.057723703	0.65
HSPA12A	0.853413725	0
RP11-539I5.1	-1.097152679	0.97
ENO4	-5.104384701	0.62
SHTN1	-1.531184563	0.7
SLC18A2	-2.819728649	0.36
RP11-129M16.4	-1.070369102	0.4
PDZD8	2.589364036	0.98
EMX2OS	-6.64385619	0.54
EMX2	-5.133100967	0.84
RAB11FIP2	1.978787283	0.81
CASC2	-3.234791615	0.7
FAM204A	0.645925989	0.36
CACUL1	1.96729389	0.62
RP11-427L15.2	0.188593239	0.81
NANOS1	-1.072157537	0.3
EIF3A	4.490233742	0.47
SNORA19	0.510020731	0.19
SNORA19	-1.065814288	0.15
FAM45A	-1.387872558	0.36
SFXN4	2.850514508	0.47
PRDX3	4.475088584	0.93
GRK5	1.170543824	0.96
GRK5-IT1	1.918712556	0.81
RN7SL749P	1.547282246	0.31
RGS10	-1.338182074	0.83
TIAL1	2.513779572	0.33
BAG3	4.230111728	0.35
INPP5F	1.141999262	0.23
RN7SL846P	-2.206747015	0.04
MCMBP	2.043605564	0.48
SEC23IP	1.589121766	0.44
PLPP4	-6.64385619	0.37
WDR11-AS1	-2.673684673	0.16
RP11-323P17.2	-6.64385619	0.17
WDR11	1.458985758	0.65
FGFR2	-5.258752625	0
ATE1	2.886256016	0.67
ATE1-AS1	-4.023756615	0.16
RP11-500G22.4	-6.64385619	0.37
NSMCE4A	1.528802884	0.69
TACC2	4.437187846	0.49
BTBD16	-1.939186533	0.52
PLEKHA1	1.717003188	0.57
MIR3941	0.240653569	0.92
ARMS2	-3.57763683	0.38
HTRA1	4.018218648	0.53
CUZD1	-3.36458218	0.91
FAM24B	-1.908860443	0.35
C10orf88	0.360629146	0.48
PSTK	-1.41549271	0.63
IKZF5	1.774693564	0.67
ACADSB	3.633935058	0.95
BUB3	0.947888457	0.61
RP11-282I1.1	-6.64385619	1
CPXM2	-0.35873635	0.71
RP11-47G11.2	-6.64385619	0.78
CHST15	-1.206033033	0.05
OAT	2.439263529	0.01
LHPP	-0.468725775	0.1
RP11-12J10.3	-3.348785851	0.45
FAM53B	1.675301172	0.44
FAM53B-AS1	-2.462733723	0.75
METTL10	0.866773875	0.47
FAM175B	2.0297462	0.44
RP11-298J20.4	-3.074494694	0.59
ZRANB1	2.956403582	0.53
CTBP2	0.47299165	0.4
RP11-59C5.3	-3.337562536	0.47
FLJ37035	-3.99448832	0.26
RP11-383C5.5	-2.243917653	0.68
EDRF1	1.096109038	0.68
MMP21	-4.592826355	0.58
UROS	1.627092133	0.66
BCCIP	2.073274816	0.07
DHX32	2.932772072	0.94
RNU2-42P	0.688654079	0.01
FANK1	-3.095732645	0.3
ADAM12	-4.242410238	0.68
C10orf90	-6.64385619	0.81
DOCK1	2.783801639	0.72
FAM196A	-4.291344527	0.37
RP11-288A5.2	-6.64385619	0.68
FOXI2	-2.208887389	0.78
PTPRE	1.134649888	0.1
RP11-4C20.4	-2.53429104	0.61
MKI67	-4.390231717	0.53
MGMT	0.756368981	0.92
RP11-109A6.3	-2.922634204	0.88
RP11-109A6.5	-0.576973406	0.05
EBF3	1.277622582	0.63
LINC00959	-3.073303875	0.05
RP11-500G10.5	-1.782785297	0.04
GLRX3	1.691105499	0.3
PPP2R2D	1.514552822	0.21
BNIP3	2.585854821	0.92
RP11-45A17.2	0.137985746	0.9
RP11-45A17.3	-3.873695008	0.39
JAKMIP3	-1.647099178	0.19
DPYSL4	1.590475874	0.56
STK32C	-2.111684134	0
LRRC27	-2.375984491	0.65
PWWP2B	0.435918154	0.88
RP11-432J24.5	3.596430588	0.99
LINC01165	-3.567496439	0.05
INPP5A	3.662155393	0.03
CFAP46	-3.474247632	0
ADGRA1	-6.64385619	0.39
KNDC1	-4.935994293	0.19
VENTX	-3.137577874	0.83
ADAM8	-2.522116156	0.17
TUBGCP2	1.359174025	0.11
RP11-122K13.12	-0.356536345	0.13
ZNF511	0.75774899	0.52
FUOM	-1.373660721	0.55
ECHS1	5.022760509	0.47
PAOX	-2.171524109	0.4
MTG1	-0.84907777	0.28
SCART1	-2.638888188	0.35
OR7M1P	-3.02096799	0.37
CYP2E1	-4.833036273	0.18
SYCE1	-6.64385619	0.83
WASH7P	-2.506143321	0.22
IQSEC3	-2.801411682	0.4
RP11-598F7.5	-0.990822387	0.73
RP11-598F7.6	-3.159524649	0.17
SLC6A12	-2.291548427	0.22
SLC6A13	-0.788904966	0.68
RP11-283I3.4	-0.713737725	0.4
RP11-283I3.6	1.398631426	0.21
KDM5A	2.859061306	0.11
CCDC77	-0.107501997	0.01
B4GALNT3	2.286536437	0.61
NINJ2	0.510020731	0.98
RP11-218M22.1	0.120055608	0.47
RP11-218M22.2	1.871534029	0.31
WNK1	5.391165223	0.7
RNU4ATAC16P	3.462483107	0.82
RAD52	0.659504184	0.51
RP11-359B12.2	0.087364068	0.56
ERC1	2.722659779	0.18
RP5-951N9.2	-0.642356432	0.08
WNT5B	-3.033648217	0.8
FBXL14	0.126479978	0.29
ADIPOR2	2.859295923	0.57
CACNA2D4	-4.891350029	0.56
DCP1B	-1.513128904	0.85
CACNA1C	3.410699338	0.86
RP5-1096D14.6	1.324188504	0.73
CACNA1C-IT1	2.351535968	0.11
CACNA1C-IT2	3.140669402	0.6
CACNA1C-IT3	2.921428724	0.36
AC007618.3	0.317704553	0.96
CACNA1C-AS1	-4.927421539	0.66
RP11-885B4.2	-3.857736504	0.61
CBX3P4	-2.360014231	0.86
FKBP4	1.959248543	0.87
RP4-816N1.6	-0.634292156	0.81
RP4-816N1.7	-0.642356432	0.29
ITFG2	0.328017463	0.45
NRIP2	-0.925241534	0.04
FOXM1	-4.412837701	0.73
RHNO1	-0.478628537	0.01
TULP3	0.663801822	0.5
TEAD4	0.681061543	0.75
RP11-253E3.3	-1.026950217	0.39
TSPAN9	4.781644731	0.86
Metazoa_SRP	0.567110438	0.89
TSPAN9-IT1	-0.870976789	0.07
RP11-543P15.3	-0.591581854	0.92
RP5-1063M23.2	-0.856527969	0.24
PRMT8	-5.711724899	0.72
CRACR2A	-1.934164873	0.87
RP5-1180D12.1	-1.59955705	0.16
PARP11	-0.053401752	0.36
HSPA8P5	-2.981158783	0.72
CCND2-AS1	-2.136577385	0.1
CCND2-AS2	-1.978392637	0.72
CCND2	6.492806818	0.16
TIGAR	0.380379804	0.35
FGF23	-6.64385619	0.83
C12orf4	1.418480115	0.99
RAD51AP1	-2.331407606	0.63
DYRK4	-0.26690749	0.47
AKAP3	-1.560756959	0.57
RP11-500M8.6	-3.243100001	0.21
NDUFA9	1.63987673	0.02
GALNT8	-3.042286951	0.91
KCNA5	-2.017270004	0.29
RP11-1038A11.3	-6.64385619	0.17
RP11-319E16.2	-5.168080735	0.45
RP11-1038A11.1	-6.64385619	0.75
NTF3	-3.431641844	0.62
ANO2	1.162306952	0.96
VWF	5.126127233	0.45
RN7SL69P	-0.566089762	0.99
CD9	2.218865724	0.18
PLEKHG6	-5.371066394	0.07
TNFRSF1A	1.784389415	0.49
SCNN1A	-3.439989124	0.77
LTBR	0.205724833	0.7
RP1-102E24.8	-2.03362516	0.49
RP1-102E24.9	0.042257971	0.39
CD27-AS1	0.099333556	0.12
CD27	-6.64385619	0.72
TAPBPL	0.854313513	0.01
VAMP1	0.368295389	0.91
RP1-102E24.10	-0.702881252	0.29
RP1-102E24.6	-4.09830625	0.02
MRPL51	3.804781479	0.91
NCAPD2	0.759946505	1
SCARNA10	4.356628795	0.31
RP5-940J5.3	-0.159395877	0.84
GAPDH	8.124488331	0.37
RP5-940J5.9	0.525776327	0.38
IFFO1	0.881397347	0.97
NOP2	0.683649073	0.4
CHD4	4.200296719	0.63
RP5-940J5.6	-4.73795258	0.05
SCARNA11	1.639422075	0.37
LPAR5	-0.971422687	0.04
ACRBP	-3.397640479	0.64
ING4	1.599838798	0.18
ZNF384	1.309629255	0.6
PIANP	-5.134248286	0.18
COPS7A	2.816676761	0.97
MLF2	2.797288086	0.16
PTMS	2.035771367	0.18
LAG3	-3.852498636	0.04
CD4	-1.086925808	0.28
GPR162	-2.372529334	0.84
P3H3	0.589668621	0.35
GNB3	0.620316865	0.2
CDCA3	-5.596118149	0.59
USP5	2.641611655	0.76
TPI1	5.164907802	0.66
SPSB2	-1.308664179	0.29
U47924.6	-3.164691769	0.01
LRRC23	-0.003204472	0.21
DSTNP2	-1.821110323	0.9
ENO2	0.131179666	0.42
ATN1	2.37627823	0
C12orf57	2.683519499	0.29
U47924.31	-3.94344315	0.6
PTPN6	-1.862542569	0.71
PHB2	4.106352639	0.96
SCARNA12	-1.12999863	0.48
EMG1	0.230913907	0.13
EMG1	-1.78494334	0.99
LPCAT3	1.521183146	0.08
C1S	1.978468721	0.13
C1R	1.619876548	0.33
C1RL	0.278941519	0.08
C1RL-AS1	-1.300376497	0.29
RBP5	-3.348975157	1
RP11-273B20.1	-6.64385619	0.62
CLSTN3	-1.045181481	0.58
PEX5	1.106871288	0.89
CD163L1	-0.678070475	0.5
RP11-157G21.2	-4.063195191	0.1
CD163	1.031608828	0.13
SLC2A14	-5.585734721	0.9
SLC2A3	1.020043374	0.92
FOXJ2	2.158992788	0.54
C3AR1	-1.412505674	0.61
RP11-69M1.6	-2.480426059	0.81
NECAP1	1.995912544	0.51
CLEC4A	-2.026237608	0.74
FAM66C	-1.475945021	0.4
RP11-266K4.13	-2.162660637	0.99
RP11-266K4.14	-1.664555581	0.67
FAM90A1	-4.888022756	0.09
FAM86FP	-2.928009621	0.53
RP11-266K4.9	-2.841000234	0.1
LINC00937	-4.574771301	0.75
CLEC6A	-6.64385619	0.92
CLEC4D	-4.644865615	0.48
CLEC4E	-6.64385619	0.78
MFAP5	3.185949574	0.25
RIMKLB	1.557303782	0.86
RPSAP51	-6.64385619	0.3
RP11-20D14.6	-4.776997563	0.21
PHC1	-0.657123227	0.21
M6PR	2.919471169	0.23
KLRG1	-0.94089736	0.6
VDAC2P2	-2.796600448	0.46
LINC00612	-4.746100771	0.91
A2M-AS1	1.198200333	0.12
A2M	5.928400564	0.24
KRT17P8	-1.787636038	0.08
BTG1P1	-2.957164181	0.33
PZP	-2.599245984	0.96
TPT1P12	-2.914527113	0.28
A2MP1	-3.312030945	0.5
PTMAP4	-1.478950856	0.78
LINC00987	-0.747187394	0.5
RP11-118B22.4	0.701398905	0.7
RP11-22B23.1	-1.952515347	0.53
RP13-735L24.1	-4.286329562	0.77
RP11-599J14.2	-6.64385619	0.72
DDX12P	-3.153740803	0.36
RP11-726G1.1	-5.520897222	0.51
KLRB1	-6.64385619	0.43
RP11-705C15.2	-0.187525557	0.38
GOT2P3	-0.48985088	0.89
RP11-705C15.3	0.98741716	0.56
CLEC2D	-0.371145042	0.94
RP11-75L1.1	-6.64385619	0.1
CLECL1	-6.64385619	0.04
CD69	-3.758031998	0.05
KLRF1	-2.702265093	0.18
CLEC2B	0.234404051	0.53
CLEC12A	-5.129647576	0.88
CLEC12B	-6.64385619	0.27
CLEC9A	-5.005085274	0.14
CLEC1A	0.08015173	0.89
CLEC7A	-1.893303065	0.62
OLR1	-5.071634019	0.85
TMEM52B	-6.64385619	0.24
GABARAPL1	5.235648358	0.34
KLRD1	-1.764808244	0.72
RP11-277P12.20	-4.247733861	0.1
KLRK1	-6.64385619	0.16
KLRC1	-6.64385619	0.83
EIF2S3L	-4.063691161	0.47
KLRA1P	-0.421447692	0.88
MAGOHB	-0.428470239	0.14
STYK1	-5.178100134	0.04
YBX3	3.888462798	0.41
TAS2R7	-3.942329767	0.56
TAS2R8	-6.64385619	0.3
TAS2R9	-3.868534425	0.25
PRH1	-0.957284971	0.33
TAS2R10	-1.267730316	0.72
RP11-144O23.8	-1.344159313	0.76
PRR4	-0.172521073	0.66
TAS2R12	-0.549003098	0.03
TAS2R13	0.007365964	0.85
TAS2R14	0.252173077	0.14
TAS2R15P	1.063828564	0.15
TAS2R50	0.050567985	0.16
TAS2R20	-0.251402036	0.46
TAS2R19	0.908129553	0.78
TAS2R31	0.628923884	0.98
TAS2R63P	-1.884154886	1
TAS2R46	-0.342818958	0.21
TAS2R64P	-0.707021386	0.08
TAS2R43	-0.074061352	0.19
RP11-673D15.7	-6.64385619	0.07
TAS2R30	0.37573456	0.24
TAS2R18	0.999294686	0.34
RP11-785H5.2	0.506294979	0.17
SMIM10L1	1.725369237	0.62
DDX55P1	-4.246907634	0.97
LINC01252	-5.270537271	0.86
ETV6	0.908868704	0.27
BCL2L14	-6.64385619	0.35
LRP6	2.294831878	0.54
MANSC1	-0.335732161	0.35
LOH12CR2	-0.94533126	0.2
BORCS5	0.718571271	0.53
DUSP16	1.660655837	0.16
RP11-253I19.3	-1.154175429	0.65
CREBL2	2.003488225	0.23
RP11-180M15.6	-3.508815356	0.31
GPR19	-4.921312141	0.17
CDKN1B	3.11789827	0.17
RP11-180M15.7	-0.169453685	0.56
