	fc	p
SVILP1	0.268705498	0.73
ZNF438	1.909579009	0.06
RP11-330O11.3	-0.963586192	0.49
DDX10P1	-0.28362553	0.71
RP11-192P3.4	-2.792720556	0.52
ZEB1-AS1	-0.574648307	0.52
SPTLC1P1	-2.05191634	0.1
RP11-472N13.3	-6.64385619	0.56
RN7SL825P	-2.22080952	0.47
CCDC7	1.286204249	0.49
C1DP1	-2.643100914	0.23
AL356053.1	0.252643073	0.05
RP11-479G22.8	-0.745120116	0.55
RP11-462L8.1	-1.457943897	0.73
RP11-342D11.2	-6.64385619	0.05
RN7SL398P	2.091429846	0.57
RP11-90B22.1	-1.026950217	0.04
TCEB2P4	-2.225463787	0.34
RPL37P18	0.323581946	0.18
RPS12P16	0.839056648	0.87
CREM	2.103537606	0.34
RNU7-77P	2.332795792	0.9
ATP6V1G1P4	0.856790861	0.02
RP11-324I22.3	0.993569997	0.81
CCNY	2.579465676	0.97
RP11-324I22.4	-0.20992075	0.38
NAMPTP1	0.628485238	0.92
ANKRD30A	-6.64385619	0.17
RP11-258F22.1	-2.478132068	0.79
ZNF33BP1	-1.087541882	0.83
TLK2P2	-0.289756042	0.14
RP11-162G10.5	-2.679583295	0.26
RP11-508N22.12	-2.467179586	0.27
HSD17B7P2	-1.597288108	0.23
SEPT7P9	-3.18151507	0.99
RP11-291L22.9	-2.429295526	0.21
RP11-313J2.1	-1.303565366	0.48
LINC00839	-4.803222847	0.79
ZNF37BP	0.096124818	0.47
EIF3LP2	-1.694079871	0.05
RP11-351D16.3	-6.64385619	0.08
RP11-517P14.2	-0.821878273	0.75
ZNF487	-0.463208583	0.39
RP11-517P14.7	-3.289780189	0.27
ZNF239	-1.632138061	0.32
ZNF32	2.920811154	0.47
LINC00619	-3.96981811	0.62
LINC00840	-1.810573537	0.37
RP11-20J15.3	-0.75698976	0.25
C10ORF142	-3.112767443	0.39
TMEM72-AS1	-3.301661752	0.84
RP11-285G1.2	-2.497125125	0.27
RP11-285G1.14	-6.64385619	0.56
RASSF4	2.666344526	0.4
C10ORF10	1.162100312	0.38
C10ORF25	-2.027857146	0.42
ZNF22	2.355753313	0.23
CEP164P1	-5.390016436	0.94
RSU1P2	-6.64385619	0.05
RP11-67C2.2	-1.882651947	0.63
MARCH8	1.816911976	0.66
ZFAND4	0.894622051	0.34
AGAP10P	-6.64385619	0.47
FAM21C	0.944998596	0.33
AGAP4	-1.981987384	0.74
PARGP1	1.876003615	0.43
NCOA4	5.619455987	0.28
AGAP7P	-6.64385619	0.07
AGAP14	-6.64385619	0.28
ANXA8L1	-5.763821918	0.28
SYT15	-5.761890437	0.16
BMS1P1	-1.251287152	0.36
FRMPD2B	-6.64385619	0.05
GDF10	-6.64385619	0.83
ZNF488	-3.661425257	0.55
ANXA8	-6.64385619	0.48
AGAP9	-0.955902757	0.64
RP11-144G6.12	-4.407258894	0.31
BMS1P2	-1.931218157	0.55
ABC7-42404400C24.1	-5.579101117	0.65
AGAP12P	-6.64385619	0.42
BMS1P7	-6.64385619	0.93
PTPN20CP	-2.82459495	0.04
FRMPD2	-6.64385619	0.84
RP11-541M12.6	-4.62968654	0.57
ARHGAP22-IT1	-1.906498939	0.71
RP11-541M12.3	-0.975324396	0.27
RP11-563N6.6	-6.64385619	0.89
LRRC18	-3.562785567	0.7
RP11-523O18.5	-2.138351299	0.37
VSTM4	1.829153272	0.83
C10ORF128	1.337398276	0.2
C10ORF71-AS1	1.331173161	0.38
C10ORF71	4.90922652	0.95
OGDHL	-0.359462901	0.98
TIMM23B	-0.004139484	0.71
LINC00843	-1.203277691	0.03
AGAP6	-0.928211789	0.84
FAM21EP	-3.255967105	0.9
FAM21A	1.224826399	0.72
DYNC1I2P1	-0.734891914	0.62
RP11-521C22.2	-4.379577597	0.61
SGMS1-AS1	-1.380636222	0.77
ASAH2B	-1.418711046	0.23
PRKG1	3.015635763	0.07
MIR605	-6.64385619	0.64
RP11-539E19.2	2.558888164	0.6
RSU1P3	2.189705051	0.95
PCDH15	-4.593182769	0.71
RP11-264A11.1	1.810486177	0.27
TPT1P10	-0.434709096	0.07
CISD1	3.766583692	0.23
BICC1	1.457863632	0.7
FAM133CP	0.274789469	0.77
LINC00844	0.199589241	0.99
PHYHIPL	-4.662683107	0.32
FAM13C	0.228314844	0.54
SLC16A9	-0.181419948	0.48
CCDC6	1.608465446	0.85
CDK1	-2.912831444	0.77
TMEM26	-5.185983518	0.93
C10ORF107	-4.448308923	0.31
RTKN2	-5.937304744	0.68
RN7SL591P	-6.64385619	0.28
ZNF365	-3.588177129	0.78
RP11-436D10.3	-2.431375494	0.72
NRBF2	0.785629819	0.37
MIR1296	0.983606675	0.19
JMJD1C-AS1	-3.316347912	0.43
LINC01515	-1.964320217	0.06
CTNNA3	4.100323457	0.01
MIR7151	0.022277406	0.23
DNAJC12	-1.396702411	0.4
RN7SL394P	-2.202025898	0.94
RP11-57G10.8	-6.64385619	0.79
RPS3AP38	0.437507822	0.22
RN7SL220P	0.695012244	0.8
POU5F1P5	-0.42751735	0.06
MYPN	5.820347379	0.54
RN7SKP202	0.878367028	0.53
PBLD	-0.402419287	0.33
HNRNPH3	2.43594128	0.75
RUFY2	1.086239509	0.96
TMEM14DP	-2.435337087	0.86
COX20P1	-6.64385619	0.82
RPS3AP37	-1.011853141	0.59
RP11-119F7.5	-1.049291682	0.84
MIR1254-1	-0.662011033	0.2
STOX1	-2.231643937	0.67
DDX50	2.343453442	0.09
KIF1BP	2.727973618	0.82
MED28P1	-2.175752679	0.5
SUPV3L1	2.008892892	0.64
HKDC1	-6.64385619	0.32
C10ORF35	-1.845035931	0.63
COL13A1	-2.410909625	0.32
H2AFY2	1.909965613	0.95
SAR1A	2.923041489	0.16
CALM2P2	-6.64385619	0.76
LRRC20	2.383911977	0.2
EIF4EBP2	4.064294163	0.04
RP11-104F15.9	-1.974788172	0.42
PALD1	0.458692979	0.85
PRF1	-3.618313796	1.0
SGPL1	0.801407097	0.28
UNC5B-AS1	-0.362086775	0.17
RP11-327E2.5	-4.706545695	0.88
CDH23	-0.8247174	0.13
C10ORF105	-5.491468449	0.94
C10ORF54	1.714056314	0.56
SPOCK2	-0.023902841	0.95
DNAJB12	1.625719546	0.91
RP11-205A8.4	-0.960636057	0.48
RP11-354E23.3	-1.725427995	0.73
RP11-354E23.4	-0.530557443	0.41
RP11-354E23.5	-1.972781473	0.0
OIT3	-6.64385619	0.07
PLA2G12B	-3.977388024	0.66
RPL17P50	0.417936181	0.42
RP11-344N10.5	-1.083787607	0.8
RP11-152N13.16	0.602496823	0.12
ECD	2.413666087	0.0
FAM149B1	0.756425196	0.62
DNAJC9	0.856065152	0.19
EIF4A2P2	-0.665997472	0.16
DNAJC9-AS1	-0.358052273	0.41
CFAP70	0.362023471	0.23
ANXA7	4.568401232	0.91
RPL26P6	2.00169266	0.97
MSS51	2.707945727	0.33
PPP3CB-AS1	-2.393244026	0.69
USP54	2.758899073	0.51
RNU6-883P	-6.64385619	0.8
RP11-464F9.20	-2.627869446	0.35
RP11-464F9.22	-1.899092269	0.97
MYOZ1	-2.029654323	0.05
SYNPO2L	5.387024632	0.22
RP11-464F9.21	-2.090212964	0.2
AGAP5	-3.226425031	0.67
RP11-464F9.1	-6.64385619	0.61
RP11-574K11.29	-0.695755198	0.75
GLUD1P3	0.170074624	0.87
DUSP8P5	-0.640271362	0.3
RP11-574K11.24	0.972726709	0.33
RP11-574K11.32	-2.36286916	0.83
RP11-574K11.31	-4.279824456	0.68
CAMK2G	0.735671025	0.69
RP11-417O11.5	-0.050635709	0.14
RPSAP6	-2.767967348	0.61
MRPL35P3	-2.508388038	0.56
POLR3DP1	-1.653695913	0.19
DUPD1	-2.380806338	0.1
DUSP13	-0.865325046	0.89
RPS26P42	-1.395377198	0.97
COMTD1	0.160133274	0.99
ZNF503-AS1	-4.414921214	0.41
RP11-399K21.11	-6.64385619	0.68
ZNF503	-0.7253161	0.01
ZNF503-AS2	-3.320427545	0.84
RP11-399K21.14	-3.759352715	0.77
C10ORF11	-0.496167348	0.96
RP11-399K21.12	-0.42751735	0.77
RP11-310J24.3	-1.0348108	0.24
RP11-367B6.2	-0.820945597	0.33
RP11-43N22.1	-3.16616403	0.86
KCNMA1	-3.431168174	0.77
RP11-428P16.2	-5.251095551	0.69
IMPDH1P5	-2.584579998	0.02
DLG5	0.517579126	0.5
RN7SL284P	-0.581679169	0.33
DLG5-AS1	-4.074542416	0.41
LINC00856	-6.64385619	0.39
ZMIZ1-AS1	-3.445811215	0.34
ZMIZ1	2.570633034	0.05
PPIF	4.032826814	0.01
ZCCHC24	2.980689427	0.08
EIF5AL1	-6.64385619	0.5
NUTM2B-AS1	-0.863146224	0.36
RP11-119F19.5	0.826040007	0.68
RP11-119F19.4	1.154673492	0.08
NUTM2B	-6.64385619	0.05
RP11-182L21.6	-1.602850575	0.46
MBL1P	0.926905283	0.89
SFTPD-AS1	-2.216964179	0.81
TMEM254-AS1	-3.524380843	0.7
TMEM254	0.354676598	0.31
PLAC9	1.229893869	0.59
ANXA11	4.435645868	0.28
LINC00857	-3.930568036	0.95
FAM213A	2.235985901	0.81
GHITM	6.627939477	0.59
CDHR1	-3.771331418	0.84
CCSER2	4.126910391	0.5
TNPO1P1	0.098077097	0.56
RPS3AP5	-1.405679992	0.6
GRID1	-2.371606407	0.02
WAPL	2.796331086	0.13
RP11-77P6.2	-2.270222966	0.68
LDB3	7.573170394	0.79
RP11-359E3.4	-3.16616403	0.91
RNU1-19P	-6.64385619	0.86
MMRN2	2.791004162	0.29
SNCG	1.30890619	0.29
ADIRF-AS1	-1.488498164	0.86
AGAP11	-6.64385619	0.18
RP11-96C23.13	-3.990239341	0.84
FAM35A	0.398908326	0.6
RP11-96C23.9	-2.431375494	0.27
NUTM2A-AS1	-0.71585198	0.76
LINC00863	-2.238492319	0.73
NUTM2D	-4.015650943	0.66
CFL1P1	-3.695969437	0.18
KLLN	-3.40141749	0.17
PTEN	2.715900678	0.28
RP11-380G5.2	1.279877526	0.76
RPL11P3	1.212392128	0.04
ANKRD22	-4.479887748	0.75
ACTA2-AS1	-2.469172031	0.84
RP11-399O19.9	-1.709559834	0.32
RP11-149I23.3	-6.64385619	0.77
IFIT1B	-6.64385619	0.24
SLC16A12	1.004727483	0.47
SLC16A12-AS1	-1.876623276	0.34
RP11-80H5.2	-3.188034598	0.21
RP11-80H5.9	-2.351603476	0.45
RP11-80H5.7	-1.113172156	0.53
LINC00865	-5.373443698	0.79
LINC01374	-6.64385619	0.45
RP11-236B18.2	-6.64385619	0.85
NUDT9P1	-0.793622708	0.33
PPP1R3C	5.220187808	0.71
TNKS2-AS1	-6.64385619	0.18
SRP9P1	0.221342152	0.52
BTAF1	2.736055137	0.54
CPEB3	1.614328688	0.53
NHP2P1	-6.64385619	0.73
MARCH5	1.51072831	0.19
RNY3P12	-0.733347333	0.94
EIF2S2P3	-1.990932065	0.67
HHEX	-0.558417161	0.32
MYOF	2.911180998	0.74
CEP55	-4.414574284	0.34
FRA10AC1	0.713906476	0.8
RP11-437J2.3	-5.363475391	0.12
SLC35G1	-1.909348511	0.54
PIPSL	-3.607524888	0.06
RP11-162K11.4	-2.783118674	1.0
HDAC1P1	-0.750135343	0.28
NOC3L	1.110351171	0.86
TBC1D12	0.626931126	0.27
HELLS	-3.023713742	0.64
RP11-310E22.4	-1.418873965	0.4
PDLIM1	5.415947476	0.04
ALDH18A1	1.251599615	0.83
ENTPD1-AS1	-1.392800548	0.5
RP11-429G19.3	-0.264885433	0.95
CC2D2B	-1.537572741	0.64
RPL21P90	-1.89462852	0.44
CCNJ	-0.383919378	0.14
ZNF518A	2.328691643	0.53
NPM1P25	-6.64385619	0.52
TM9SF3	3.589070472	0.81
PIK3AP1	-0.91735683	0.25
RPS2P36	-2.6877306	0.82
RPL13AP5	-0.006007656	0.3
LCOR	1.282947262	0.52
RRP12	0.286460915	0.46
RPL34P20	-2.45885528	0.25
RP11-452K12.7	-6.64385619	0.63
ZDHHC16	1.355132538	0.87
UBTD1	0.914086711	1.0
ANKRD2	5.086676791	0.97
C10ORF62	-1.944940414	0.41
MORN4	0.386239279	0.25
AVPI1	1.294642578	0.86
MARVELD1	0.50648339	0.08
ZFYVE27	0.959226953	0.57
SFRP5	-1.428657905	0.96
GOLGA7B	-3.729343309	0.17
CRTAC1	-1.202484509	0.1
R3HCC1L	1.431022686	0.67
RP11-34A14.3	-3.14163892	0.6
PYROXD2	1.944798515	0.38
CNNM1	-5.116983333	0.68
GOT1	6.486461102	0.1
RP11-441O15.3	-1.080494234	0.44
EBAG9P1	-3.045589229	0.21
ABCC2	-4.359191506	0.72
DNMBP	1.020068906	0.48
RP11-316M21.7	-2.192532543	0.86
CWF19L1	0.91638822	0.78
SNORA12	4.715768489	0.74
BLOC1S2	1.255854782	0.92
PKD2L1	-4.34023763	0.17
OLMALINC	-2.509989013	0.38
SEC31B	0.363903664	0.0
RP11-179B2.2	-3.052072064	0.22
SLF2	2.72197256	0.97
SEMA4G	-4.922652715	0.5
RP11-108L7.4	-1.462640127	0.8
TWNK	-0.229813255	0.05
LZTS2	1.157644113	0.64
PDZD7	-5.024224288	0.61
SFXN3	1.470918095	0.22
RP11-108L7.15	-2.356516349	0.33
KAZALD1	-0.159960055	0.92
RNU2-59P	1.343160591	0.67
DPCD	1.240585036	0.0
NPM3	-1.321609086	0.75
MGEA5	4.545097658	0.74
C10ORF76	2.886438108	0.03
HPS6	0.780899343	0.77
NOLC1	2.65574656	0.58
PITX3	-2.140052019	0.05
PSD	-4.117867969	0.9
CUEDC2	3.317001839	0.82
RPARP-AS1	-2.557285417	0.92
MFSD13A	-1.906892812	0.51
RP11-47A8.5	-2.097741294	0.25
SFXN2	-1.462116348	0.96
WBP1L	2.404633583	0.48
CYP17A1-AS1	-0.010085698	0.09
BORCS7	1.285992504	0.56
RP11-724N1.1	-3.580738818	0.81
CNNM2	-1.140757771	0.66
RPS15AP29	0.091990105	0.68
USMG5	5.919904526	0.48
CALHM2	0.107930166	0.35
RP11-225H22.7	-3.295735866	0.72
RP11-225H22.4	-6.64385619	0.28
NEURL1	-4.091813959	0.73
RP11-541N10.3	-1.271441123	0.13
SLK	4.345220163	0.6
COL17A1	-5.130800617	0.21
SFR1	0.350809379	0.25
CFAP43	-6.64385619	0.16
ITPRIP	2.341377238	0.41
CFAP58-AS1	-6.64385619	0.44
CFAP58	0.607336026	0.31
SORCS3	-6.64385619	0.52
SORCS1	-1.330861918	0.49
LINC01435	-5.657369082	0.13
XPNPEP1	2.036953885	0.75
ADD3-AS1	-3.467814499	0.01
MXI1	3.037057384	0.37
RP11-549L6.2	-0.927763855	0.58
RBM20	4.80066853	0.91
RN7SKP288	1.554163373	0.18
RNA5SP327	1.8456623	0.11
RP11-348N5.9	-1.495068907	0.81
RP11-348N5.7	-3.061732261	0.12
SHOC2	3.526186741	0.8
RP11-324O2.3	-5.084669926	0.05
ZDHHC6	1.898610044	0.14
RP11-57H14.4	0.939694556	0.62
RP11-57H14.5	-2.031628415	0.19
RP11-57H14.3	-2.31089413	0.66
RP11-57H14.2	-1.876623276	0.53
RPS15AP30	0.319171622	0.19
NRAP	8.045409857	0.49
CCDC186	2.818845547	0.87
HAMMERHEAD_HH10	-0.036024492	0.22
AFAP1L2	-0.777895635	0.81
RP11-317F20.3	-1.187994975	0.73
RP11-317F20.2	2.163228714	0.49
PPIAP19	0.567110438	0.48
RP11-106M7.1	-4.821264425	0.74
FAM160B1	2.413862805	0.37
TRUB1	3.102390622	0.68
ATRNL1	1.396380087	0.58
C10ORF82	-4.057723703	0.65
RP11-539I5.1	-1.097152679	0.97
ENO4	-5.104384701	0.62
SHTN1	-1.531184563	0.7
RP11-129M16.4	-1.070369102	0.4
PDZD8	2.589364036	0.98
EMX2OS	-6.64385619	0.54
EMX2	-5.133100967	0.84
CASC2	-3.234791615	0.7
FAM204A	0.645925989	0.36
CACUL1	1.96729389	0.62
RP11-427L15.2	0.188593239	0.81
NANOS1	-1.072157537	0.3
FAM45A	-1.387872558	0.36
SFXN4	2.850514508	0.47
GRK5-IT1	1.918712556	0.81
RN7SL749P	1.547282246	0.31
RN7SL846P	-2.206747015	0.04
MCMBP	2.043605564	0.48
PLPP4	-6.64385619	0.37
WDR11-AS1	-2.673684673	0.16
RP11-323P17.2	-6.64385619	0.17
WDR11	1.458985758	0.65
FGFR2	-5.258752625	0.0
ATE1	2.886256016	0.67
ATE1-AS1	-4.023756615	0.16
RP11-500G22.4	-6.64385619	0.37
TACC2	4.437187846	0.49
BTBD16	-1.939186533	0.52
MIR3941	0.240653569	0.92
ARMS2	-3.57763683	0.38
CUZD1	-3.36458218	0.91
FAM24B	-1.908860443	0.35
C10ORF88	0.360629146	0.48
IKZF5	1.774693564	0.67
RP11-282I1.1	-6.64385619	1.0
CPXM2	-0.35873635	0.71
RP11-47G11.2	-6.64385619	0.78
OAT	2.439263529	0.01
RP11-12J10.3	-3.348785851	0.45
FAM53B	1.675301172	0.44
FAM53B-AS1	-2.462733723	0.75
RP11-298J20.4	-3.074494694	0.59
RP11-59C5.3	-3.337562536	0.47
FLJ37035	-3.99448832	0.26
RP11-383C5.5	-2.243917653	0.68
EDRF1	1.096109038	0.68
MMP21	-4.592826355	0.58
BCCIP	2.073274816	0.07
DHX32	2.932772072	0.94
RNU2-42P	0.688654079	0.01
FANK1	-3.095732645	0.3
C10ORF90	-6.64385619	0.81
FAM196A	-4.291344527	0.37
RP11-288A5.2	-6.64385619	0.68
FOXI2	-2.208887389	0.78
PTPRE	1.134649888	0.1
RP11-4C20.4	-2.53429104	0.61
MKI67	-4.390231717	0.53
MGMT	0.756368981	0.92
RP11-109A6.3	-2.922634204	0.88
RP11-109A6.5	-0.576973406	0.05
EBF3	1.277622582	0.63
LINC00959	-3.073303875	0.05
RP11-500G10.5	-1.782785297	0.04
BNIP3	2.585854821	0.92
RP11-45A17.2	0.137985746	0.9
RP11-45A17.3	-3.873695008	0.39
JAKMIP3	-1.647099178	0.19
DPYSL4	1.590475874	0.56
STK32C	-2.111684134	0.0
LRRC27	-2.375984491	0.65
PWWP2B	0.435918154	0.88
RP11-432J24.5	3.596430588	0.99
LINC01165	-3.567496439	0.05
CFAP46	-3.474247632	0.0
ADGRA1	-6.64385619	0.39
KNDC1	-4.935994293	0.19
RP11-122K13.12	-0.356536345	0.13
ZNF511	0.75774899	0.52
MTG1	-0.84907777	0.28
SCART1	-2.638888188	0.35
OR7M1P	-3.02096799	0.37
WASH7P	-2.506143321	0.22
IQSEC3	-2.801411682	0.4
RP11-598F7.5	-0.990822387	0.73
RP11-598F7.6	-3.159524649	0.17
RP11-283I3.4	-0.713737725	0.4
RP11-283I3.6	1.398631426	0.21
CCDC77	-0.107501997	0.01
B4GALNT3	2.286536437	0.61
NINJ2	0.510020731	0.98
RP11-218M22.1	0.120055608	0.47
RP11-218M22.2	1.871534029	0.31
RNU4ATAC16P	3.462483107	0.82
RP11-359B12.2	0.087364068	0.56
ERC1	2.722659779	0.18
RP5-951N9.2	-0.642356432	0.08
WNT5B	-3.033648217	0.8
CACNA2D4	-4.891350029	0.56
RP5-1096D14.6	1.324188504	0.73
CACNA1C-IT1	2.351535968	0.11
CACNA1C-IT2	3.140669402	0.6
CACNA1C-IT3	2.921428724	0.36
AC007618.3	0.317704553	0.96
CACNA1C-AS1	-4.927421539	0.66
RP11-885B4.2	-3.857736504	0.61
CBX3P4	-2.360014231	0.86
RP4-816N1.6	-0.634292156	0.81
RP4-816N1.7	-0.642356432	0.29
NRIP2	-0.925241534	0.04
FOXM1	-4.412837701	0.73
RP11-253E3.3	-1.026950217	0.39
TSPAN9	4.781644731	0.86
TSPAN9-IT1	-0.870976789	0.07
RP11-543P15.3	-0.591581854	0.92
RP5-1063M23.2	-0.856527969	0.24
PRMT8	-5.711724899	0.72
RP5-1180D12.1	-1.59955705	0.16
PARP11	-0.053401752	0.36
HSPA8P5	-2.981158783	0.72
CCND2-AS1	-2.136577385	0.1
CCND2-AS2	-1.978392637	0.72
C12ORF4	1.418480115	0.99
DYRK4	-0.26690749	0.47
AKAP3	-1.560756959	0.57
RP11-500M8.6	-3.243100001	0.21
RP11-1038A11.3	-6.64385619	0.17
RP11-319E16.2	-5.168080735	0.45
RP11-1038A11.1	-6.64385619	0.75
RN7SL69P	-0.566089762	0.99
PLEKHG6	-5.371066394	0.07
SCNN1A	-3.439989124	0.77
RP1-102E24.8	-2.03362516	0.49
RP1-102E24.9	0.042257971	0.39
CD27-AS1	0.099333556	0.12
TAPBPL	0.854313513	0.01
RP1-102E24.10	-0.702881252	0.29
RP1-102E24.6	-4.09830625	0.02
NCAPD2	0.759946505	1.0
SCARNA10	4.356628795	0.31
RP5-940J5.3	-0.159395877	0.84
RP5-940J5.9	0.525776327	0.38
IFFO1	0.881397347	0.97
RP5-940J5.6	-4.73795258	0.05
ACRBP	-3.397640479	0.64
ZNF384	1.309629255	0.6
MLF2	2.797288086	0.16
PTMS	2.035771367	0.18
GPR162	-2.372529334	0.84
P3H3	0.589668621	0.35
CDCA3	-5.596118149	0.59
U47924.6	-3.164691769	0.01
LRRC23	-0.003204472	0.21
DSTNP2	-1.821110323	0.9
C12ORF57	2.683519499	0.29
U47924.31	-3.94344315	0.6
SCARNA12	-1.12999863	0.48
C1S	1.978468721	0.13
C1R	1.619876548	0.33
C1RL	0.278941519	0.08
C1RL-AS1	-1.300376497	0.29
RBP5	-3.348975157	1.0
RP11-273B20.1	-6.64385619	0.62
CLSTN3	-1.045181481	0.58
PEX5	1.106871288	0.89
CD163L1	-0.678070475	0.5
RP11-157G21.2	-4.063195191	0.1
FOXJ2	2.158992788	0.54
RP11-69M1.6	-2.480426059	0.81
FAM66C	-1.475945021	0.4
RP11-266K4.13	-2.162660637	0.99
RP11-266K4.14	-1.664555581	0.67
FAM90A1	-4.888022756	0.09
FAM86FP	-2.928009621	0.53
RP11-266K4.9	-2.841000234	0.1
LINC00937	-4.574771301	0.75
RPSAP51	-6.64385619	0.3
RP11-20D14.6	-4.776997563	0.21
VDAC2P2	-2.796600448	0.46
LINC00612	-4.746100771	0.91
A2M-AS1	1.198200333	0.12
KRT17P8	-1.787636038	0.08
BTG1P1	-2.957164181	0.33
PZP	-2.599245984	0.96
TPT1P12	-2.914527113	0.28
A2MP1	-3.312030945	0.5
PTMAP4	-1.478950856	0.78
LINC00987	-0.747187394	0.5
RP11-118B22.4	0.701398905	0.7
RP11-22B23.1	-1.952515347	0.53
RP13-735L24.1	-4.286329562	0.77
RP11-599J14.2	-6.64385619	0.72
DDX12P	-3.153740803	0.36
RP11-726G1.1	-5.520897222	0.51
RP11-705C15.2	-0.187525557	0.38
GOT2P3	-0.48985088	0.89
RP11-705C15.3	0.98741716	0.56
RP11-75L1.1	-6.64385619	0.1
CLECL1	-6.64385619	0.04
CD69	-3.758031998	0.05
CLEC12B	-6.64385619	0.27
CLEC9A	-5.005085274	0.14
CLEC1A	0.08015173	0.89
TMEM52B	-6.64385619	0.24
RP11-277P12.20	-4.247733861	0.1
EIF2S3L	-4.063691161	0.47
KLRA1P	-0.421447692	0.88
STYK1	-5.178100134	0.04
YBX3	3.888462798	0.41
PRH1	-0.957284971	0.33
RP11-144O23.8	-1.344159313	0.76
PRR4	-0.172521073	0.66
TAS2R12	-0.549003098	0.03
TAS2R15P	1.063828564	0.15
TAS2R63P	-1.884154886	1.0
TAS2R64P	-0.707021386	0.08
RP11-673D15.7	-6.64385619	0.07
TAS2R18	0.999294686	0.34
RP11-785H5.2	0.506294979	0.17
SMIM10L1	1.725369237	0.62
DDX55P1	-4.246907634	0.97
LINC01252	-5.270537271	0.86
ETV6	0.908868704	0.27
MANSC1	-0.335732161	0.35
LOH12CR2	-0.94533126	0.2
BORCS5	0.718571271	0.53
RP11-253I19.3	-1.154175429	0.65
CREBL2	2.003488225	0.23
RP11-180M15.6	-3.508815356	0.31
GPR19	-4.921312141	0.17
RP11-180M15.7	-0.169453685	0.56
APOLD1	2.548259244	0.61
STX8P1	-0.943799123	0.37
RPL13AP20	-6.64385619	0.26
GPRC5A	-4.450314593	0.65
RP11-392P7.6	-2.565256921	0.01
HTR7P1	-2.412622956	0.34
FAM234B	-0.98177987	0.29
EMP1	2.686497068	0.87
GRIN2B	-5.81199224	0.22
PLBD1-AS1	2.222379979	0.93
RP11-174G6.1	-0.257581893	0.84
RP11-174G6.5	-0.79366002	1.0
HIST4H4	0.569886968	0.01
C12ORF60	-1.347907538	0.82
SMCO3	-3.892148079	0.93
ART4	-1.685670513	0.42
MGP	4.253776088	0.3
ERP27	-2.65092756	0.62
LINC01489	-3.188034598	0.41
RERG	-0.724840407	0.73
RERG-IT1	-2.248490864	0.25
EPS8	2.05839929	0.68
RNU6-251P	-0.760891498	0.15
SUPT16HP1	-2.607706044	0.38
LMO3	-2.844046971	0.73
RP11-1018J11.1	-1.989544607	0.7
EEF1A1P16	-3.390810919	0.03
RERGL	-0.953575706	0.52
RPL7P6	-2.526943275	0.26
RP11-282K24.3	1.318765451	0.41
RN7SL67P	1.879290182	0.45
PDCD5P1	-1.320092478	0.46
EEF1A1P4	-4.239440167	0.45
RP11-841C19.1	-2.423415767	0.43
RP11-405A12.2	-0.959651283	0.69
RP11-405A12.1	-2.242083896	0.83
RP11-664H17.1	-2.737106602	0.41
RP11-284H19.1	-1.090233985	0.61
RP11-424C20.2	-2.477175034	0.66
PYROXD1	0.939221169	0.99
RECQL	2.243986869	0.1
GOLT1B	2.139093707	0.64
SPX	1.877432874	0.8
GYS2	-3.882764935	0.47
ABCC9	3.578437257	0.5
RP11-729I10.3	1.410772964	0.41
RP11-359J14.2	0.854845473	0.31
RP11-268P4.6	-1.369275795	0.83
RP11-114G22.1	-6.64385619	0.35
RP11-153K16.1	-4.486332239	0.95
SOX5	-1.357460848	0.08
RP11-444D3.1	-1.079225461	0.17
RN7SL38P	-6.64385619	0.86
BCAT1	-1.909450169	0.1
RP11-662I13.3	-6.64385619	0.16
CASC1	-2.70775847	0.27
ETFRF1	2.929600191	0.49
KRAS	1.439292327	0.22
RP11-295I5.3	0.202044422	0.14
RP11-707G18.1	-0.89595239	0.45
RASSF8-AS1	0.359582249	0.41
RASSF8	1.939152174	0.53
SSPN	3.605525785	0.28
RP11-283G6.3	-3.589994189	0.08
RP11-283G6.4	-2.453015705	0.93
RP11-612B6.2	-1.470819856	0.02
FGFR1OP2	2.232189691	0.75
RP11-421F16.3	-4.892411775	0.87
TM7SF3	2.02704631	0.05
RP11-582E3.6	1.209030536	0.83
RP11-582E3.4	-1.65796663	0.77
STK38L	3.773891829	0.08
SMCO2	-4.625849975	0.09
RP11-1060J15.4	-6.64385619	0.26
REP15	0.892934529	0.84
RP11-1060J15.9	0.257418081	0.21
RP11-1060J15.5	-6.64385619	0.12
CCDC91	2.036201051	0.99
RP11-967K21.1	-0.947087806	0.86
RP11-425D17.1	-2.163634888	0.71
RP11-425D17.2	-3.18151507	0.04
RP11-946L16.2	-6.64385619	0.1
RP11-996F15.4	-0.186058951	0.41
RP11-996F15.2	1.063828564	0.44
RP11-996F15.5	0.650139378	0.83
RP11-996F15.6	0.280742636	0.27
ERGIC2	2.803132935	0.24
OVCH1-AS1	-3.206672406	0.47
OVCH1	-3.535877395	0.99
TMTC1	2.280303269	0.99
RP11-1110J8.1	1.283778315	0.9
CAPRIN2	1.817881237	0.67
LINC00941	-3.448421647	0.45
TSPAN11	-1.482899685	0.25
RP11-551L14.4	-3.826542097	0.9
DDX11-AS1	-3.272236702	0.79
OVOS2	-6.64385619	0.25
FAM60A	-0.767816747	0.53
RP11-771K4.3	0.39195001	0.43
RP11-820K3.2	1.255273758	0.53
AMN1	1.16239452	0.85
STMN1P1	-1.246854153	0.69
